epoch,accuracy,auc,f1_score,loss,lr,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
15,0.8926317691802979,0.8532572388648987,0.37699946761131287,2.259997844696045,1e-04,0.6834871768951416,0.2627122104167938,0.8980337381362915,0.8697558641433716,0.4123501777648926,1.647538185119629,0.7310652136802673,0.2915051579475403
16,0.8929644227027893,0.8536204099655151,0.37933623790740967,2.2424769401550293,1e-04,0.6870669722557068,0.26392194628715515,0.8965802788734436,0.8672258257865906,0.4030836522579193,1.6470054388046265,0.7180742621421814,0.28423771262168884
17,0.8937961459159851,0.8570656180381775,0.38565272092819214,2.2097465991973877,1e-04,0.6933125853538513,0.2696479558944702,0.8983365893363953,0.8682755827903748,0.42753109335899353,1.6294479370117188,0.7164794206619263,0.30894702672958374
18,0.8936952948570251,0.8560737371444702,0.3845817744731903,2.2011630535125732,1e-04,0.6931971907615662,0.2683172821998596,0.8972060680389404,0.8666191101074219,0.4037650525569916,1.6272733211517334,0.7293577790260315,0.2824612259864807
19,0.8939170837402344,0.8596963286399841,0.3887973427772522,2.1711442470550537,1e-04,0.6919693350791931,0.27275294065475464,0.8975290656089783,0.8685800433158875,0.4075882136821747,1.6081565618515015,0.7298187613487244,0.2861756980419159
20,0.8947437405586243,0.8620938658714294,0.3937298059463501,2.1481516361236572,1e-04,0.7001532912254333,0.2762611508369446,0.8980942964553833,0.8688859939575195,0.4161234498023987,1.5962376594543457,0.7284345030784607,0.2945736348628998
21,0.895358681678772,0.863156259059906,0.39884209632873535,2.1329843997955322,1e-04,0.7045477628707886,0.28049516677856445,0.8985384106636047,0.8723941445350647,0.43389278650283813,1.5723803043365479,0.7132406830787659,0.3149224817752838
22,0.8948546051979065,0.8636589050292969,0.3957010805606842,2.1240339279174805,1e-04,0.6994430422782898,0.27851930260658264,0.8980741500854492,0.8723146319389343,0.423112154006958,1.5643031597137451,0.7188816666603088,0.3031330704689026
23,0.8957014679908752,0.8668922185897827,0.404009610414505,2.0955021381378174,1e-04,0.7038618326187134,0.2858986258506775,0.8969638347625732,0.8698338270187378,0.42684999108314514,1.570961833000183,0.6968162059783936,0.3110465109348297
24,0.8957216143608093,0.8656238317489624,0.405573308467865,2.0941002368927,1e-04,0.7028921246528625,0.28714868426322937,0.8982356190681458,0.8699048757553101,0.42099419236183167,1.5617694854736328,0.7238428592681885,0.30054908990859985
25,0.8965583443641663,0.8679618835449219,0.41157883405685425,2.0750179290771484,1e-04,0.7091442346572876,0.2923908233642578,0.8993459343910217,0.8752442002296448,0.43365010619163513,1.52971613407135,0.7246646881103516,0.3141149878501892
26,0.8961399793624878,0.8679596185684204,0.4058617651462555,2.064359188079834,1e-04,0.7094486355781555,0.28642284870147705,0.8987201452255249,0.8734588027000427,0.4347326457500458,1.5316616296768188,0.7143378257751465,0.3162144720554352
27,0.8965583443641663,0.8689587712287903,0.4113982021808624,2.0550925731658936,1e-04,0.709554135799408,0.2919875681400299,0.8990632891654968,0.8746896386146545,0.432465136051178,1.5184556245803833,0.7215613126754761,0.3134689927101135
28,0.8968859910964966,0.870284914970398,0.41471171379089355,2.038771390914917,1e-04,0.7110225558280945,0.2949715852737427,0.8980337381362915,0.8723598122596741,0.42849114537239075,1.5251230001449585,0.7110617756843567,0.31040051579475403
29,0.8967801332473755,0.8696844577789307,0.41254040598869324,2.040436029434204,1e-04,0.7114613056182861,0.29311665892601013,0.8975694179534912,0.8712314963340759,0.42400482296943665,1.5226317644119263,0.708737850189209,0.3065245449542999
30,0.8966339230537415,0.8716191649436951,0.41158896684646606,2.0233452320098877,1e-04,0.7103096842765808,0.29226985573768616,0.8988816142082214,0.8734315037727356,0.42383041977882385,1.5091488361358643,0.7291747331619263,0.3039405643939972
31,0.8971883654594421,0.8727049231529236,0.4179188311100006,2.008573055267334,1e-04,0.7118790745735168,0.29819750785827637,0.8979933857917786,0.8737552762031555,0.4384048283100128,1.5025742053985596,0.6991955041885376,0.32283592224121094
32,0.8978890180587769,0.8731513619422913,0.42397958040237427,2.0013020038604736,1e-04,0.7156834602355957,0.30380257964134216,0.8975290656089783,0.8712745308876038,0.43599528074264526,1.5091549158096313,0.694425106048584,0.3218669295310974
33,0.8974000811576843,0.8747038841247559,0.42341020703315735,1.984619140625,1e-04,0.708599328994751,0.3043671250343323,0.8983365893363953,0.8732925653457642,0.4297405779361725,1.4951454401016235,0.7147102355957031,0.31072351336479187
34,0.8979091644287109,0.8756690621376038,0.42560839653015137,1.9764115810394287,1e-04,0.7143261432647705,0.305415540933609,0.8999919295310974,0.8782795667648315,0.4459860026836395,1.4661865234375,0.719192624092102,0.3280038833618164
35,0.8983225226402283,0.8755611777305603,0.4291290044784546,1.971923828125,1e-04,0.7164374589920044,0.3088027834892273,0.8994670510292053,0.8763218522071838,0.4374985098838806,1.4724425077438354,0.723122239112854,0.3171834647655487
36,0.898030161857605,0.8757949471473694,0.4289657175540924,1.9660022258758545,1e-04,0.7126105427742004,0.30876246094703674,0.8991844058036804,0.8770638704299927,0.43657687306404114,1.466060996055603,0.7189327478408813,0.31766796112060547
37,0.8991189002990723,0.8786354064941406,0.43516436219215393,1.9464436769485474,1e-04,0.7217536568641663,0.3140046000480652,0.8986797332763672,0.8772239685058594,0.4468851685523987,1.4637985229492188,0.6982088685035706,0.33365634083747864
38,0.8986249566078186,0.8769329190254211,0.4336893558502197,1.9541292190551758,1e-04,0.7159310579299927,0.3133190870285034,0.8995074033737183,0.8757838606834412,0.44720545411109924,1.4649451971054077,0.7104715704917908,0.330910861492157
39,0.8988114595413208,0.8778039216995239,0.43414559960365295,1.9474365711212158,1e-04,0.7178162932395935,0.31388363242149353,0.8985384106636047,0.8743289709091187,0.44254040718078613,1.4697158336639404,0.701869785785675,0.3273578882217407
40,0.8991894721984863,0.8786442279815674,0.43880170583724976,1.9357969760894775,1e-04,0.7181958556175232,0.31848058104515076,0.8989018201828003,0.8752152323722839,0.4433751404285431,1.462494969367981,0.7065596580505371,0.3270348906517029
41,0.89900803565979,0.8794592022895813,0.43680670857429504,1.9280669689178467,1e-04,0.7179862856864929,0.3163030743598938,0.8993459343910217,0.8759600520133972,0.4458828270435333,1.4556490182876587,0.7109867334365845,0.3281653821468353
42,0.8995473384857178,0.87901371717453,0.44199392199516296,1.926225185394287,1e-04,0.7200831770896912,0.3212629556655884,0.8991238474845886,0.8743605613708496,0.44254446029663086,1.4607220888137817,0.7110561728477478,0.32509690523147583
43,0.8991894721984863,0.8804531693458557,0.4419645071029663,1.915978193283081,1e-04,0.7145667672157288,0.322230726480484,0.8990229368209839,0.8747465014457703,0.45858442783355713,1.4598629474639893,0.691811740398407,0.3465762138366699
44,0.8992499709129333,0.8817938566207886,0.44423651695251465,1.9036020040512085,1e-04,0.7128195762634277,0.32489213347435,0.8978520631790161,0.8740584254264832,0.4443378746509552,1.4583762884140015,0.6905723810195923,0.3312338590621948
45,0.8995574712753296,0.8805192112922668,0.442898154258728,1.9087120294570923,1e-04,0.7191435694694519,0.32235169410705566,0.8999111652374268,0.878545880317688,0.44718554615974426,1.4343467950820923,0.7183297872543335,0.3278423845767975
46,0.8993558287620544,0.8813818097114563,0.443110853433609,1.9030612707138062,1e-04,0.7157142758369446,0.3232388496398926,0.8980135917663574,0.8758813738822937,0.45247143507003784,1.4461543560028076,0.6844660043716431,0.34156978130340576
47,0.8997187614440918,0.8808626532554626,0.4441756308078766,1.9061572551727295,1e-04,0.7200682163238525,0.32352110743522644,0.8994266986846924,0.8773133158683777,0.4355793297290802,1.4334077835083008,0.7250744104385376,0.3147609829902649
48,0.8995070457458496,0.8818584084510803,0.4436417818069458,1.8947386741638184,1e-04,0.7172475457191467,0.3236420750617981,0.8986595869064331,0.8781432509422302,0.4619854688644409,1.4297505617141724,0.683814287185669,0.35206717252731323
49,0.8999001979827881,0.8818554878234863,0.4456328749656677,1.892013669013977,1e-04,0.7208907008171082,0.3250534236431122,0.8983567357063293,0.8782164454460144,0.4483221471309662,1.426005244255066,0.6936725974082947,0.33462533354759216
